Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	partition_rate[1]	partition_rate[2]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	tree_length
19368	-996.8643	-1064.903	68.03898	0.0312432	0.00745818	0.0310336	0.0135451	0.0255519	0.00285845	0.015667	0.0722276	0.00388347	0.028802	0.0327102	0.00141852	0.00403276	0.00174343	0.0132966	0.0262918	0.00952008	0.0170233	0.00741241	0.0431964	0.00728385	0.00621549	0.00715835	0.000622684	0.00172624	0.00879612	0.00702272	0.0430897	0.0573487	0.0266107	0.0189209	0.00139205	0.0146837	0.111002	0.0450798	0.114748	0.0165415	0.0101971	0.0141985	0.0637672	0.0108722	0.0256454	0.102842	0.101594	0.0648096	0.027396	0.0551618	0.140558	0.036004	0.57426	1.79826	0.250659	0.509251	0.810155	1.23433	1.96367	3.98948	1.000482	0.5987657	0.0204176	0.00487398	0.0202807	0.00885186	0.0166984	0.00186802	0.0102385	0.0472013	0.00253788	0.0188223	0.0213764	0.000927016	0.00263544	0.00113934	0.00868943	0.0171819	0.00622144	0.0111249	0.00484406	0.0282292	0.00476005	0.00406187	0.00467803	0.000406929	0.00112811	0.00574833	0.0045894	0.0281595	0.0374778	0.0173903	0.0123649	0.000909713	0.00959589	0.0725406	0.02946	0.0749886	0.01081	0.00666388	0.00927885	0.0416724	0.00710504	0.0167594	0.0672079	0.0663925	0.0423536	0.0179035	0.0360486	0.0918559	0.0235289	1.530204
19404	-996.1778	-1063.215	67.03702	0.0151805	0.0229071	0.0162701	0.0163836	0.0347731	0.00312083	0.0236143	0.0821234	0.0118057	0.04205	0.0390705	0.0129879	0.00509957	0.0107321	0.00106984	0.0228656	0.0045386	0.00690295	0.0241623	0.0141595	0.0157385	0.0224912	0.0034586	0.00541273	0.00146218	0.0326998	0.00219087	0.083407	0.136857	0.0158635	0.0017171	0.00838551	0.0434804	0.133634	0.0510417	0.0925263	0.0732324	0.0413253	0.0608848	0.0594748	0.0153229	0.051882	0.104236	0.126693	0.17406	0.0655302	0.0421646	0.16507	0.0288914	0.814909	1.34705	0.42507	0.658869	0.877948	1.13902	1.51775	2.35255	0.6185862	1.1343	0.00733728	0.0110718	0.00786394	0.0079188	0.0168071	0.00150841	0.0114137	0.0396932	0.00570611	0.0203243	0.0188842	0.00627752	0.00246481	0.00518724	0.000517093	0.0110518	0.00219367	0.00333645	0.0116785	0.00684378	0.007607	0.0108708	0.00167167	0.00261617	0.000706725	0.015805	0.00105893	0.0403136	0.0661481	0.00766741	0.000829937	0.00405302	0.0210157	0.06459	0.0246703	0.0447213	0.0353959	0.019974	0.0294279	0.0287463	0.00740612	0.0250765	0.0503813	0.0612355	0.0841294	0.0316731	0.0203797	0.0797846	0.0139643	2.068952
19440	-1005.747	-1074.336	68.58944	0.00702183	0.0066467	0.000391685	0.00916539	0.0162989	0.00262945	0.00345002	0.0257409	0.008008	0.0120741	0.00775162	0.00167214	0.000323703	0.00437066	0.00101712	0.00857877	0.00265239	0.00260737	0.000350693	0.0165135	0.00921089	0.0060699	0.00742219	0.000446449	0.00313415	0.0046397	0.0169532	0.0256492	0.00581569	0.0188767	0.0202857	0.0398715	0.019535	0.0199855	0.00592948	0.00504836	0.00238403	0.00904691	0.00712127	0.0192945	0.0485652	0.0188019	0.0034821	0.0115402	0.0197012	0.00121949	0.0130709	0.000142492	0.00576831	0.424222	2.07958	0.0879943	0.305638	0.690867	1.44746	3.27184	11.3644	1.757407	0.3824884	0.0138695	0.0131286	0.000773657	0.0181035	0.0321937	0.0051937	0.00681448	0.0508436	0.0158174	0.0238488	0.015311	0.00330281	0.000639378	0.00863294	0.00200902	0.0169448	0.00523902	0.00515009	0.000692689	0.0326176	0.0181934	0.0119893	0.0146603	0.000881827	0.00619059	0.00916436	0.033486	0.0506625	0.0114872	0.0372854	0.0400685	0.0787543	0.0385855	0.0394753	0.0117119	0.00997152	0.00470894	0.0178695	0.014066	0.0381106	0.095926	0.0371375	0.00687785	0.0227943	0.0389138	0.00240875	0.0258178	0.000281451	0.0113936	0.5062772
19476	-1005.488	-1073.28	67.79263	0.00121834	0.00523727	0.00179252	0.00655601	0.05197	0.00210946	0.0152773	0.0387076	0.0153372	0.0556067	0.0605076	0.00731395	0.0054809	0.0109916	0.0340461	0.00666907	0.00523416	0.00247521	0.00880659	0.000904629	0.0308079	0.0182701	0.0193721	0.0199103	0.00831957	0.0216252	0.00301489	0.0173077	0.0113413	0.026989	0.0511641	0.0585789	0.0255213	0.0122329	0.093397	0.0552099	0.00485816	0.0732971	0.034745	0.0649923	0.0336344	0.035852	0.0648494	0.0688121	0.153182	0.026506	0.0226571	7.88162e-06	0.0304482	0.772149	1.42722	0.290391	0.547136	0.828496	1.20701	1.8277	3.44363	0.8940939	1.014404	0.000856091	0.00368007	0.00125955	0.0046067	0.0365177	0.00148225	0.0107349	0.0271986	0.010777	0.0390731	0.0425168	0.00513928	0.00385126	0.00772342	0.0239231	0.00468615	0.00367788	0.00173925	0.00618811	0.000635654	0.0216477	0.0128378	0.0136121	0.0139904	0.0058459	0.0151954	0.00211847	0.0121616	0.00796916	0.0189643	0.0359514	0.0411616	0.017933	0.00859569	0.0656272	0.0387943	0.00341367	0.0515036	0.0244142	0.045668	0.0236338	0.0251921	0.0455676	0.0483521	0.107636	0.018625	0.0159204	5.53817e-06	0.021395	1.423146
19512	-988.5696	-1055.943	67.37367	0.00172052	0.00100425	0.00366743	0.00399737	0.00458665	0.00130451	0.00113515	0.0168167	0.000656132	0.00414649	0.0074113	0.00055116	0.000390709	0.000154265	0.00696223	0.000943168	0.000113009	0.00135172	0.000603667	0.000336705	0.0108612	0.000154634	0.00247538	0.00298804	0.000440247	0.00704589	0.0210053	0.0118872	0.00124429	0.0114438	0.0163248	0.00183251	0.0128896	0.012093	0.00374452	0.0211491	0.00423314	0.00503828	0.0055841	0.0260138	0.0529169	0.00128845	0.000999163	0.00764162	0.0070006	0.00247839	0.0117199	0.000113388	0.00152224	0.781287	1.41009	0.0624592	0.258589	0.65576	1.52495	3.86715	16.0104	2.005245	1.038883	0.00534352	0.00311896	0.0113902	0.0124149	0.014245	0.0040515	0.00352551	0.0522286	0.00203779	0.012878	0.0230177	0.00171177	0.00121345	0.000479109	0.021623	0.00292925	0.000350979	0.00419812	0.00187485	0.00104572	0.0337322	0.000480256	0.00768793	0.00928013	0.0013673	0.0218828	0.0652373	0.0369187	0.00386445	0.0355416	0.050701	0.00569134	0.040032	0.0375579	0.0116296	0.0656839	0.0131471	0.0156477	0.0173429	0.0807925	0.164347	0.00400161	0.00310316	0.023733	0.0217422	0.00769727	0.0363991	0.000352156	0.00472771	0.3219823
19548	-992.7101	-1060.189	67.47875	0.000796907	0.000177501	0.000920514	0.00293205	0.00562514	0.00104778	0.00202098	0.0150063	0.000839107	0.00628053	0.00482771	0.00135022	0.000507498	0.000578279	0.00287584	0.00188203	9.18597e-06	0.00153852	0.00228253	0.00223736	0.00507258	0.00201549	0.0048008	0.000361532	0.00196688	0.00494448	0.0142669	0.0112864	0.000941709	0.00570054	0.0155103	0.00342211	0.0162574	0.0127888	0.00475362	0.0183192	0.00403305	0.00519289	0.00418816	0.0193394	0.0271729	0.00887293	0.000644815	0.00217462	0.00495073	0.00403368	0.0119832	2.03067e-06	0.00107487	0.684648	1.59128	0.056709	0.246691	0.646194	1.54752	4.05366	17.6339	2.07508	0.806716	0.00295361	0.000657877	0.00341174	0.0108672	0.0208487	0.00388341	0.00749044	0.0556186	0.00311001	0.0232778	0.0178931	0.00500436	0.00188096	0.0021433	0.0106588	0.00697542	3.40463e-05	0.00570229	0.00845984	0.00829242	0.0188007	0.0074701	0.0177934	0.00133996	0.00728991	0.0183259	0.0528779	0.0418314	0.00349029	0.0211281	0.0574864	0.0126835	0.0602554	0.0473995	0.0176185	0.0678972	0.0149478	0.0192466	0.0155227	0.0716783	0.100712	0.0328861	0.0023899	0.00805989	0.0183491	0.0149502	0.0444138	7.52636e-06	0.00398382	0.269808
19584	-1019.005	-1087.021	68.01566	0.0158973	0.0409234	0.0297436	0.00484812	0.0152563	0.0110394	0.00311913	0.0673384	0.00198201	0.018118	0.0690184	0.00222163	0.0062852	0.000394546	0.0321141	0.0326813	0.0160595	0.0445463	0.0336483	0.00919894	0.0247867	0.00846206	0.0139483	0.0428065	0.00833287	0.0115429	0.00761529	0.0192709	0.0214261	0.0249833	0.00516717	0.0071151	0.0361928	0.0525528	0.0437487	0.0744449	0.0325758	0.0217383	0.0568443	0.00620763	0.0173667	0.00986486	0.0640064	0.0562655	0.0806992	0.0689856	0.0354644	0.08823	0.0751461	0.604326	1.74189	0.24041	0.498986	0.805025	1.2422	2.00406	4.15957	1.030671	0.6505067	0.0108128	0.0278348	0.0202307	0.00329754	0.0103769	0.00750864	0.00212153	0.0458014	0.0013481	0.0123233	0.0469441	0.00151108	0.00427499	0.000268357	0.021843	0.0222288	0.0109232	0.030299	0.0228865	0.00625683	0.0168591	0.00575562	0.00948716	0.0291156	0.00566775	0.00785109	0.00517968	0.0131075	0.0145734	0.0169928	0.00351454	0.00483946	0.0246172	0.0357447	0.0297564	0.050635	0.022157	0.0147857	0.0386637	0.00422223	0.0118123	0.00670976	0.0435351	0.03827	0.054889	0.0469218	0.0241217	0.0600112	0.051112	1.470225
19620	-1003.364	-1070.596	67.23209	0.00348739	0.0134525	0.0345686	0.00588471	0.00679847	0.000642154	0.00350533	0.102726	0.00154954	0.0158727	0.0197086	0.00269637	0.00355089	0.00632908	0.00807824	0.0494251	0.000335168	0.0151038	0.00812223	0.00182513	0.0771766	0.00313735	0.024242	0.0101058	0.000927621	0.0154226	0.0227495	0.034833	0.0330267	0.0120099	0.025336	0.103972	0.0203864	0.00060202	0.0556097	0.00140194	0.0583413	0.0172809	0.00665023	0.108437	0.0906755	0.0482018	0.20519	0.0412362	0.142838	0.0541176	0.015079	0.0242495	0.0247297	0.864477	1.25411	0.253339	0.511899	0.811467	1.23234	1.95351	3.94728	0.9927922	1.292469	0.00220494	0.00850548	0.0218563	0.00372067	0.0042984	0.000406008	0.00221628	0.0649493	0.000979713	0.0100357	0.0124609	0.00170481	0.00224509	0.00400162	0.00510755	0.0312495	0.000211913	0.00954951	0.00513536	0.00115396	0.0487957	0.00198362	0.0153272	0.00638948	0.000586498	0.00975109	0.0143836	0.0220235	0.0208814	0.00759336	0.0160189	0.0657373	0.0128895	0.000380633	0.0351598	0.000886391	0.0368868	0.010926	0.00420468	0.0685606	0.0573305	0.030476	0.129734	0.026072	0.0903108	0.0342164	0.00953387	0.015332	0.0156356	1.581628
19656	-990.6094	-1058.189	67.57988	0.00580046	0.00366243	0.0138167	0.00276849	0.0157768	0.00546371	0.0046028	0.0765418	0.00819494	0.0206727	0.0141727	0.000808723	0.00497479	0.0105328	0.00106154	0.00423998	0.00410306	0.00930132	0.00306845	0.00328318	0.0265091	0.000212237	0.00904036	0.00553926	0.00214916	0.0034802	0.0124531	0.0413108	0.0546055	0.0171679	0.0110286	0.0404202	0.0474543	0.0110389	0.0475912	0.00134206	0.0546104	0.00985501	0.00113125	0.0570807	0.0700471	0.0843436	0.125873	0.0328657	0.0988763	0.014833	0.0204472	0.00231993	0.00686821	0.870081	1.2436	0.189277	0.444057	0.776261	1.28823	2.25196	5.28325	1.203579	1.311839	0.00516358	0.0032603	0.0122996	0.00246451	0.0140445	0.0048638	0.00409741	0.0681376	0.00729514	0.0184029	0.0126166	0.000719926	0.00442856	0.00937627	0.00094498	0.00377443	0.00365255	0.00828004	0.00273154	0.00292269	0.0235984	0.000188934	0.00804774	0.00493105	0.00191319	0.00309808	0.0110857	0.0367749	0.0486099	0.0152829	0.0098177	0.0359821	0.0422439	0.00982685	0.0423657	0.0011947	0.0486142	0.00877294	0.00100704	0.0508133	0.0623559	0.0750827	0.112053	0.0292571	0.0880197	0.0132043	0.0182022	0.00206521	0.00611409	1.123342
19692	-996.8947	-1064.696	67.80091	0.00836805	0.00258304	0.00525832	0.00225691	0.00412357	0.00144655	0.00412922	0.0205781	0.001767	0.00319076	0.0073462	0.00214958	0.000781365	0.00171482	0.00423175	0.00637651	0.000428145	0.00246605	0.00307647	0.00943877	0.00885719	0.00186112	0.00068934	0.0115137	0.000137668	0.00506461	0.0079857	0.0120869	0.00534178	0.0191024	0.0175673	0.0250727	0.0124264	0.0261495	0.00309953	0.0211973	0.00849779	0.0061957	0.0077384	0.0246505	0.0479758	0.00337042	0.00133355	0.0152019	0.00562446	0.00510161	0.0097944	0.000667605	0.0109648	0.677255	1.60515	0.071023	0.275311	0.668706	1.49542	3.63225	14.08	1.912338	0.7911132	0.0200682	0.00619462	0.0126104	0.0054125	0.0098891	0.0034691	0.00990265	0.0493502	0.0042376	0.00765205	0.0176176	0.00515509	0.00187386	0.00411245	0.0101485	0.0152921	0.00102677	0.00591405	0.00737796	0.0226359	0.0212412	0.00446332	0.00165317	0.0276121	0.000330153	0.0121459	0.0191512	0.0289866	0.0128106	0.0458112	0.0421296	0.0601292	0.0298009	0.0627114	0.00743326	0.0508351	0.0203793	0.0148584	0.0185581	0.0591166	0.115055	0.00808289	0.0031981	0.0364571	0.0134885	0.0122346	0.0234888	0.00160104	0.0262957	0.4169815
19728	-997.781	-1065.17	67.38874	0.00650867	0.0053052	0.00426116	0.00173773	0.00739411	0.000959548	0.00297043	0.0128049	0.00285146	0.000392384	0.00605331	0.0011954	0.00163716	0.000313227	0.00432146	0.00147304	0.000106602	0.00391941	0.00209489	0.00374501	0.00245139	0.00687318	0.00317194	0.00329872	0.000549893	0.00314667	0.00437403	0.0029365	0.0027997	0.0137575	0.015892	0.00431721	0.00673155	0.0135217	0.00614831	0.0165278	0.00533809	0.00374129	0.00898711	0.020166	0.032103	0.00726717	0.000736208	0.0198255	0.0051893	0.00594284	0.0182064	0.00145581	0.00495837	0.841753	1.29671	0.0813944	0.294235	0.68272	1.46473	3.39864	12.2859	1.813781	1.217144	0.0209646	0.0170882	0.0137253	0.00559728	0.0238166	0.00309073	0.00956781	0.041245	0.00918463	0.00126388	0.0194979	0.00385042	0.00527332	0.00100891	0.0139195	0.0047447	0.000343367	0.0126245	0.00674769	0.0120628	0.00789599	0.0221387	0.0102169	0.0106253	0.00177122	0.0101355	0.0140889	0.00945853	0.00901792	0.0443133	0.0511885	0.0139058	0.0216825	0.0435536	0.0198039	0.0532364	0.0171941	0.0120508	0.0289477	0.064955	0.103404	0.0234077	0.00237135	0.0638585	0.0167148	0.019142	0.0586433	0.00468919	0.015971	0.3104603
19764	-996.9426	-1063.679	66.736	0.00660562	0.00308493	0.024772	0.0187867	0.0372746	0.00572685	0.0203137	0.108075	0.00723132	0.0405726	0.0296254	0.0018226	0.00563855	0.0200554	0.0282187	0.00797419	0.00884674	0.00476693	0.00146018	0.0664335	0.0623966	0.0366543	0.032128	0.00650959	0.00353522	0.012059	0.00845097	0.0391067	0.0730082	0.028774	0.015765	0.011328	0.0565438	0.0149138	0.0309012	0.108244	0.0497667	0.0615052	0.0322241	0.0339954	0.172809	0.00257937	0.164771	0.154915	0.00685801	0.227518	0.0369126	0.213898	0.0578113	0.800461	1.37414	0.353036	0.601825	0.85349	1.17166	1.66161	2.83258	0.7528496	1.092223	0.00299824	0.00140022	0.0112438	0.00852712	0.0169187	0.00259937	0.00922021	0.0490543	0.00328224	0.0184156	0.0134467	0.000827266	0.00255929	0.00910299	0.0128082	0.00361942	0.00401547	0.00216367	0.000662766	0.0301536	0.0283213	0.0166371	0.0145826	0.00295465	0.00160461	0.00547347	0.00383583	0.0177502	0.0331378	0.0130603	0.00715563	0.00514169	0.0256648	0.00676926	0.0140258	0.0491311	0.0225887	0.0279167	0.0146263	0.0154302	0.0784365	0.00117076	0.0747883	0.0703146	0.0031128	0.103269	0.0167543	0.0970865	0.0262401	2.203166
19800	-999.8273	-1067.101	67.27344	0.0186555	0.0327085	0.0175632	0.0189454	0.015673	0.00937736	0.0148796	0.0840829	0.00698454	0.0146361	0.0204722	0.00475349	0.00860489	0.00344517	0.00576389	0.0734026	0.00478947	0.00264275	0.0201316	0.0130253	0.0152946	0.00733124	0.000384338	0.0367208	0.00102899	0.0164156	0.0129209	0.0213455	0.0668663	0.0133023	0.0183868	0.018592	0.0452154	0.00868496	0.0431603	0.0883977	0.0282391	0.0364444	0.0303768	0.0360219	0.0985096	0.0203709	0.0882494	0.127428	0.00188704	0.211772	0.0413166	0.170219	0.00894286	0.831532	1.31588	0.299283	0.555244	0.832307	1.20148	1.80101	3.34132	0.8722865	1.184853	0.0109457	0.019191	0.0103048	0.0111158	0.00919582	0.00550198	0.00873031	0.0493339	0.00409804	0.00858746	0.0120116	0.00278901	0.00504874	0.00202138	0.00338185	0.0430675	0.00281012	0.00155058	0.0118118	0.00764236	0.00897377	0.00430146	0.000225503	0.0215452	0.000603739	0.00963151	0.00758108	0.012524	0.0392325	0.00780483	0.0107881	0.0109085	0.0265292	0.00509572	0.0253234	0.0518655	0.0165687	0.021383	0.017823	0.0211351	0.0577985	0.0119522	0.0517786	0.0747656	0.00110718	0.124253	0.0242417	0.0998725	0.00524704	1.704362
19836	-1005.706	-1072.697	66.99085	0.00453884	0.017582	0.0174654	0.00744376	0.0821851	0.00725184	0.0117429	0.146073	0.00400484	0.0153355	0.0901522	0.0302287	0.0187791	0.0148059	0.00808202	0.0142667	0.00242688	0.0419725	0.0208864	0.0271811	0.042014	0.0274951	0.0154766	0.00244395	0.00251107	0.0176244	0.0269835	0.0493947	0.0196975	0.0391965	0.0830295	0.111629	0.00442577	0.0435256	0.0468996	0.05152	0.0196056	0.0658425	0.0658364	0.0032324	0.0326154	0.246478	0.0289583	0.00909587	0.181882	0.0695289	0.0918895	0.139339	0.0559042	0.838655	1.30252	0.547488	0.745426	0.912415	1.09599	1.34151	1.82652	0.4355868	1.207258	0.0020854	0.00807816	0.00802461	0.00342009	0.0377606	0.00333191	0.00539537	0.0671145	0.00184005	0.00704601	0.0414211	0.0138888	0.00862821	0.00680269	0.00371334	0.00655496	0.00111505	0.0192846	0.00959643	0.0124885	0.0193037	0.0126328	0.00711082	0.00112289	0.00115373	0.00809766	0.0123978	0.0226948	0.00905017	0.0180091	0.0381485	0.0512889	0.00203345	0.0199982	0.0215484	0.0236713	0.00900796	0.0302518	0.030249	0.00148515	0.0149854	0.113246	0.0133051	0.00417917	0.0835671	0.0319456	0.0422193	0.0640202	0.0256856	2.17648
19872	-997.2736	-1064.319	67.04565	0.0164732	0.0531568	0.0233487	0.00549493	0.0376064	0.00880231	0.0236121	0.183421	0.00303702	0.0134619	0.0383966	0.0304945	0.00418737	0.00808829	0.00896388	0.0209672	0.00262474	0.0166627	0.0101711	0.0467374	0.0150448	0.0420052	0.0114745	0.00932929	0.000538225	0.0223027	0.00279123	0.0514659	0.127077	0.0417177	0.0334082	0.0107341	0.0837479	0.0053451	0.0461487	0.0994472	0.0572166	0.0191099	0.0484488	0.0493914	0.146408	0.0115287	0.0614559	0.135679	0.0599304	0.169112	0.049354	0.21525	0.0787075	0.678046	1.60366	0.395975	0.636475	0.868527	1.15137	1.57115	2.52542	0.6698549	0.7927692	0.00728944	0.023522	0.0103318	0.00243152	0.0166409	0.00389504	0.0104484	0.081164	0.00134389	0.00595691	0.0169906	0.0134939	0.00185292	0.00357908	0.00396653	0.00927802	0.00116145	0.00737326	0.00450073	0.0206814	0.00665734	0.0185874	0.00507748	0.00412823	0.000238165	0.00986899	0.00123512	0.0227737	0.056232	0.0184602	0.0147832	0.00474985	0.0370586	0.00236522	0.0204209	0.0440056	0.0253184	0.00845618	0.0214387	0.0218558	0.0647856	0.00510147	0.0271943	0.0600383	0.0265193	0.0748322	0.0218392	0.0952486	0.0348282	2.259878
19908	-999.9816	-1067.094	67.11214	0.0374072	0.0206697	0.0344071	0.0166424	0.0350484	0.0177285	0.00600798	0.109267	0.0198691	0.0301445	0.0119297	0.00392834	0.00290519	0.0143273	0.0105639	0.0121772	0.0036032	0.0140538	0.00626414	0.0472432	0.0582389	0.0150473	0.0223764	0.00704749	0.0151996	0.0227424	0.103127	0.0235902	0.0240424	0.0912209	0.0431081	0.0632708	0.0205273	0.138026	0.0592045	0.0172552	0.0476216	0.0556174	0.0575496	0.0186544	0.055222	0.149651	0.0335119	0.013599	0.200556	0.0444426	0.0869254	0.237732	0.0780706	0.643655	1.66815	0.383817	0.626868	0.864416	1.15685	1.59523	2.60541	0.6924039	0.7234684	0.0165712	0.00915658	0.0152422	0.00737251	0.0155262	0.00785363	0.0026615	0.0484045	0.0088019	0.0133538	0.00528477	0.00174023	0.00128698	0.00634691	0.00467973	0.00539443	0.0015962	0.00622575	0.00277498	0.0209285	0.0257995	0.00666585	0.00991264	0.003122	0.00673335	0.0100748	0.0456847	0.0104503	0.0106506	0.0404103	0.0190966	0.0280286	0.00909346	0.0611449	0.0262273	0.00764395	0.0210961	0.0246382	0.0254941	0.00826377	0.0244631	0.0662943	0.0148456	0.0060243	0.0888451	0.0196878	0.0385075	0.105314	0.0345848	2.257365
19944	-1007.348	-1074.922	67.57453	0.0328387	0.0125395	0.0146009	0.00791577	0.027711	0.00169869	0.00918649	0.0509724	0.0154332	0.0245972	0.00223621	0.00604361	0.00556419	0.0123933	0.00588445	0.0590362	0.0025423	0.0275364	0.0317375	0.0162814	0.0446723	0.0264786	0.00523381	0.00170606	0.00107254	0.00878911	0.0716604	0.0227022	0.00750924	0.0176957	0.0181796	0.0324794	0.043695	0.111768	0.158506	0.0846966	0.00350288	0.00487718	0.0302466	0.00716758	0.00167318	0.0495275	0.0925685	0.046054	0.0133585	0.0323302	0.0237724	0.0586339	0.134702	0.640835	1.67344	0.162585	0.412327	0.758512	1.31837	2.42526	6.15062	1.313493	0.7180228	0.0215759	0.00823876	0.00959317	0.00520088	0.0182069	0.00111609	0.00603577	0.0334902	0.01014	0.016161	0.00146925	0.00397082	0.00365582	0.00814271	0.00386624	0.0387884	0.00167036	0.0180922	0.0208524	0.0106973	0.0293509	0.0173972	0.00343875	0.00112093	0.000704686	0.00577468	0.0470828	0.014916	0.00493377	0.0116266	0.0119445	0.0213398	0.0287088	0.0734345	0.104143	0.0556479	0.00230149	0.00320444	0.0198728	0.00470929	0.00109932	0.0325409	0.06082	0.0302587	0.00877688	0.0212418	0.0156191	0.038524	0.0885026	1.522008
19980	-1000.354	-1067.296	66.94199	0.0289548	0.0158596	0.0017693	0.00466823	0.0558308	0.00772704	0.0027453	0.077473	0.00526425	0.0484524	0.019787	0.0124085	0.00474878	0.010792	0.00383024	0.0510111	0.00294312	0.0386514	0.0744568	0.0257261	0.0196863	0.0405531	0.0188285	0.00409535	0.00253098	0.0308509	0.00741647	0.10841	0.119449	0.0314953	0.0118253	0.00184185	0.0598806	0.0984182	0.11503	0.110929	0.0327669	0.0121023	0.048841	0.00542916	0.0699492	0.0202844	0.0706068	0.18453	0.0133955	0.0425739	0.0300557	0.174446	0.163353	0.76858	1.43391	0.367308	0.61357	0.858653	1.16462	1.62981	2.72251	0.7241927	1.005004	0.0135134	0.00740179	0.000825743	0.00217869	0.0260566	0.00360626	0.00128125	0.0361571	0.00245686	0.0226131	0.00923473	0.00579112	0.00221629	0.00503668	0.0017876	0.0238072	0.00137357	0.0180388	0.0347495	0.0120065	0.00918774	0.0189264	0.00878737	0.00191133	0.00118122	0.0143983	0.00346132	0.0505954	0.0557477	0.0146991	0.00551896	0.000859603	0.0279467	0.0459324	0.0536851	0.0517712	0.0152925	0.00564821	0.0227944	0.00253382	0.0326457	0.00946687	0.0329527	0.0861213	0.00625175	0.0198695	0.0140272	0.0814153	0.0762379	2.142674
20016	-1009.75	-1077.742	67.99256	0.00546631	0.00225367	0.0272635	0.0103949	0.0323985	0.00017992	0.0102509	0.0411319	0.00530031	0.000429685	0.0123023	0.0026921	0.000292251	0.00122832	0.000629982	0.0578668	0.0132242	0.00970197	0.0257986	0.00209212	0.0104495	0.00308353	0.00562465	0.0318088	0.00900387	0.0104143	0.0300097	0.0418326	0.0642698	0.0250823	0.0171854	0.0672138	0.0734141	0.00636447	0.0105498	0.00128183	0.0386952	0.117518	0.0247746	0.0586805	0.145801	0.0330184	0.0125506	0.072268	0.0379735	0.0238427	0.0356292	0.015471	0.00836036	0.700673	1.56124	0.236787	0.495305	0.803167	1.24507	2.01896	4.22321	1.04165	0.8414868	0.00422739	0.00174288	0.0210843	0.00803897	0.0250555	0.000139141	0.00792754	0.0318095	0.00409901	0.000332298	0.00951399	0.00208195	0.000226014	0.000949926	0.000487199	0.0447515	0.010227	0.00750306	0.0199514	0.00161795	0.00808117	0.00238466	0.00434985	0.0245995	0.00696318	0.00805393	0.0232081	0.0323514	0.0497033	0.0193975	0.0132904	0.0519801	0.0567751	0.00492199	0.00815876	0.000991309	0.0299251	0.0908826	0.0191595	0.0453808	0.112756	0.0255349	0.00970603	0.0558887	0.0293669	0.0184389	0.027554	0.0119645	0.00646551	1.293069
