Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	partition_rate[1]	partition_rate[2]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	tree_length
47520	-996.1701	-1064.132	67.96183	0.000825139	0.00638848	0.000948318	0.00463996	0.0193655	0.000643041	0.0148914	0.0649437	0.00412683	0.0153181	0.0145512	0.00277348	0.00685652	0.00234549	0.00417065	0.0148967	0.00677429	0.00240699	0.00127749	0.010519	0.0214077	0.00783984	0.0114144	0.00786484	0.00080669	0.00953127	0.100796	0.0359171	0.0264749	0.0336586	0.0051248	0.0713595	0.0779542	0.0136015	0.013086	0.0513783	0.0130111	0.00777876	0.0562975	0.0126203	0.0766706	0.0265141	0.0191189	0.0505137	0.0233392	0.0173507	0.0159529	0.112984	0.0394528	0.63966	1.67564	0.147641	0.393386	0.747465	1.33785	2.54203	6.77321	1.383213	0.7157658	0.000712259	0.00551452	0.000818586	0.00400521	0.0167163	0.000555071	0.0128542	0.0560593	0.00356227	0.0132225	0.0125606	0.00239406	0.00591853	0.00202462	0.0036001	0.0128588	0.00584755	0.00207771	0.00110273	0.00908	0.0184791	0.00676733	0.00985285	0.00678892	0.000696333	0.00822737	0.0870072	0.0310036	0.0228531	0.029054	0.00442371	0.0615974	0.0672899	0.0117408	0.0112958	0.0443496	0.0112312	0.00671461	0.0485959	0.0108938	0.0661819	0.0228869	0.0165034	0.0436034	0.0201464	0.0149771	0.0137705	0.0975273	0.0340556	1.158483
47556	-990.2682	-1056.471	66.2032	0.0102298	0.0201553	0.00830487	0.028522	0.063971	0.0457069	0.0142135	0.170572	0.00660098	0.0277749	0.081246	0.00330312	0.00193621	0.0128031	0.0132756	0.000215527	0.00572982	0.00849233	0.00218377	0.00702602	0.0615308	0.0937503	0.078889	0.00301702	0.00359121	0.00301453	0.197595	0.0801123	0.0837367	0.258501	0.139883	0.0147432	0.285098	0.027355	0.0339638	0.00101936	0.0296681	0.00963595	0.0228703	0.0132512	0.0841684	0.193811	0.07614	0.064396	0.0492208	0.143804	0.0927763	0.0470809	0.0632049	0.846815	1.28722	0.73249	0.859139	0.953738	1.04851	1.16396	1.36521	0.2250954	1.233493	0.00366912	0.00722907	0.0029787	0.0102299	0.0229444	0.0163936	0.00509793	0.0611789	0.00236756	0.00996197	0.0291404	0.00118472	0.000694456	0.00459206	0.00476155	7.73026e-05	0.00205511	0.00304593	0.000783248	0.00252001	0.0220692	0.0336253	0.028295	0.00108211	0.00128805	0.00108122	0.0708709	0.0287338	0.0300337	0.092716	0.0501717	0.0052879	0.102256	0.00981136	0.0121818	0.000365613	0.010641	0.00345611	0.00820284	0.00475279	0.0301885	0.069514	0.027309	0.0230968	0.0176539	0.0515779	0.0332759	0.0168864	0.0226696	2.78809
47592	-1000.843	-1067.463	66.6197	0.0094154	0.026037	0.00255415	0.0457195	0.0113157	0.00435681	0.00636821	0.118292	0.00352178	0.0712813	0.0620689	0.00570037	0.0142023	0.00963979	0.00251957	0.00973979	0.00706039	0.0186643	0.00896174	0.0109208	0.053136	0.110006	0.036	0.00338916	0.00548673	0.00927037	0.197609	0.0263769	0.0667991	0.0702878	0.102574	0.00543488	0.255105	0.0121109	0.0320918	0.00827021	0.0226659	0.0108622	0.0189598	0.00884621	0.0802985	0.117881	0.0709755	0.0850035	0.0581834	0.104748	0.0410856	0.046573	0.0209265	0.891457	1.20352	0.364361	0.611164	0.857601	1.16604	1.63622	2.74453	0.7300182	1.38883	0.00442183	0.012228	0.00119953	0.0214717	0.00531428	0.00204613	0.00299076	0.0555545	0.00165396	0.0334764	0.0291499	0.00267711	0.00666997	0.00452722	0.00118329	0.00457418	0.00331583	0.00876549	0.00420878	0.00512883	0.0249547	0.0516632	0.016907	0.00159168	0.00257678	0.00435372	0.0928049	0.0123876	0.0313714	0.0330099	0.0481728	0.00255243	0.119807	0.00568774	0.0150715	0.00388401	0.0106448	0.00510133	0.00890423	0.00415452	0.0377113	0.0553615	0.0333328	0.0399209	0.0273252	0.0491936	0.0192954	0.0218725	0.00982788	2.129297
47628	-986.8632	-1054.004	67.14101	0.00173043	0.0124585	0.0159121	0.0217172	0.0290166	0.00099246	0.000885322	0.136445	0.00420281	0.019852	0.0389269	0.00810475	0.00410372	0.0053621	0.00311834	0.0273548	0.00577638	0.0250986	0.00099008	0.053488	0.034981	0.0349601	0.0292972	0.00743308	0.00933294	0.0113388	0.108948	0.108893	0.0900916	0.0223384	0.0938871	0.0353508	0.206319	0.0320359	0.0768534	0.00730047	0.00667911	0.00214771	0.0104475	0.00478504	0.0767154	0.145863	0.0480163	0.0216024	0.0967271	0.0626575	0.136746	0.112305	0.0486456	0.760101	1.44981	0.427074	0.660383	0.878576	1.1382	1.51427	2.34151	0.6151849	0.9830166	0.000824707	0.00593761	0.00758355	0.0103502	0.013829	0.000472998	0.000421937	0.0650285	0.00200302	0.00946129	0.0185522	0.00386265	0.0019558	0.00255553	0.00148617	0.0130371	0.00275297	0.0119618	0.000471863	0.0254919	0.0166716	0.0166617	0.0139628	0.00354254	0.004448	0.00540399	0.0519236	0.0518976	0.0429369	0.0106463	0.0447457	0.0168479	0.0983297	0.015268	0.0366276	0.00347934	0.00318321	0.00102358	0.00497919	0.00228051	0.0365619	0.0695169	0.0228842	0.0102955	0.0460993	0.029862	0.0651721	0.0535234	0.0231841	2.098234
47664	-989.2359	-1056.288	67.05183	0.000142121	0.00307079	0.0283824	0.00446928	0.0406769	0.00160457	0.00663547	0.14297	0.000996299	0.0208301	0.0173705	0.00392595	0.00392669	0.0152525	0.00339404	0.0109671	0.00376188	0.0135244	0.0021231	0.020991	0.0129129	0.0250004	0.0398985	0.00547637	0.00159843	0.00550417	0.151368	0.0750472	0.0683274	0.0254118	0.0806046	0.0445967	0.223694	0.0571841	0.0413398	0.00591501	0.0121313	0.0065414	0.00428595	0.00547189	0.0890486	0.128009	0.0782625	0.0530159	0.146559	0.114058	0.0350492	0.170357	0.0203056	0.817076	1.34298	0.440191	0.670197	0.882629	1.13298	1.4921	2.27174	0.5933124	1.140758	6.85916e-05	0.00148205	0.0136981	0.002157	0.0196318	0.000774412	0.00320247	0.0690011	0.000480842	0.0100532	0.00838347	0.00189478	0.00189513	0.00736126	0.00163806	0.00529302	0.00181559	0.00652725	0.00102467	0.0101308	0.00623212	0.0120659	0.0192561	0.00264305	0.000771446	0.00265647	0.0730547	0.0362199	0.0329767	0.0122644	0.038902	0.0215236	0.107961	0.0275986	0.0199517	0.00285475	0.00585491	0.00315706	0.00206852	0.00264089	0.0429774	0.0617807	0.0377717	0.025587	0.0707333	0.0550474	0.0169157	0.0822191	0.00980004	2.071989
47700	-1004.554	-1072.407	67.85324	0.0172827	0.0626894	0.0129184	0.010913	0.0161576	0.0106151	0.000738742	0.090886	0.00772803	0.0131159	0.0288655	0.00510449	0.00319473	0.000596188	0.0198127	0.0183975	0.00724094	0.0124024	0.00478127	0.0126116	0.0108063	0.00348208	0.00834283	0.00506384	0.00108554	0.021971	0.15865	0.0342376	0.0452169	0.000424866	0.0552043	0.0149245	0.141501	0.0161047	0.0198469	0.0282662	0.0141137	0.0149864	0.00439022	0.0167154	0.0388162	0.0464901	0.0626686	0.0292768	0.00620496	0.0504374	0.060313	0.0816519	0.0211616	0.742368	1.48306	0.257515	0.515996	0.813488	1.22927	1.938	3.88328	0.9809725	0.9385602	0.0126298	0.0458119	0.00944048	0.007975	0.0118076	0.00775729	0.000539855	0.0664174	0.00564747	0.00958479	0.0210942	0.00373024	0.00233464	0.00043568	0.0144787	0.0134444	0.00529151	0.00906341	0.00349404	0.00921626	0.00789699	0.00254463	0.00609675	0.00370053	0.00079329	0.0160559	0.115938	0.0250201	0.0330435	0.000310482	0.040342	0.0109065	0.103406	0.011769	0.0145036	0.0206563	0.0103139	0.0109517	0.00320827	0.0122152	0.028366	0.0339739	0.0457968	0.0213948	0.00453444	0.0368585	0.0440754	0.0596693	0.0154644	1.368407
47736	-1019.342	-1087.003	67.66029	0.00313936	0.0301201	0.015173	0.00087232	0.0429635	0.000256958	0.00325254	0.0749211	0.000406784	0.0221639	0.017359	0.00704247	0.0173484	0.0284031	0.00167088	0.0856156	0.0187555	0.00762173	0.0473589	0.0537876	0.0285788	0.0171971	0.00350686	0.128913	0.000452345	0.020817	0.0341877	0.0564437	0.0321477	0.060735	0.00956518	0.039588	0.0286565	0.0442894	0.0806694	0.106614	0.00747903	0.141401	0.00155833	0.000998472	0.0834932	0.184997	0.0231125	0.0911804	0.00737631	0.212442	0.0268761	0.0384125	0.060098	0.551779	1.84042	0.386958	0.629365	0.865489	1.15542	1.5889	2.58426	0.686509	0.5621475	0.00153138	0.0146926	0.00740139	0.000425518	0.0209576	0.000125344	0.00158659	0.0365465	0.000198429	0.0108116	0.00846775	0.00343532	0.00846257	0.013855	0.000815056	0.0417633	0.00914895	0.00371788	0.0231017	0.0262376	0.0139407	0.00838875	0.00171065	0.0628836	0.000220654	0.0101545	0.0166768	0.0275332	0.0156816	0.0296265	0.00466589	0.0193111	0.0139787	0.0216044	0.0393505	0.0520065	0.00364827	0.0689754	0.000760151	0.000487055	0.040728	0.0902417	0.0112743	0.0444778	0.00359817	0.103629	0.0131102	0.0187376	0.0293158	2.05002
47772	-1005.112	-1071.655	66.54259	0.008344	0.00780294	0.00133507	0.00946581	0.0314306	0.00337892	0.00199911	0.101289	0.000976928	0.0551082	0.0361704	0.0158361	0.00230459	0.0146363	0.0103607	0.0067348	0.0178928	0.0148916	0.0184966	0.0455053	0.0533973	0.0542848	0.020655	0.0437353	0.000921189	0.0140802	0.110561	0.0627627	0.0491897	0.02839	0.0869288	0.0476048	0.0106695	0.100068	0.171739	0.258553	0.0141614	0.157546	0.0022307	0.0155173	0.110124	0.207064	0.0158849	0.04062	0.00484865	0.113912	0.0227794	0.0388674	0.0355256	0.809041	1.35805	0.340991	0.591722	0.848995	1.17786	1.68998	2.93263	0.777949	1.11701	0.00363323	0.00339763	0.000581328	0.0041217	0.0136858	0.00147128	0.000870472	0.0441042	0.000425384	0.0239958	0.0157497	0.00689551	0.00100349	0.00637307	0.00451135	0.00293253	0.00779107	0.00648423	0.00805396	0.0198144	0.0232508	0.0236372	0.00899382	0.0190437	0.000401113	0.00613093	0.0481417	0.0273288	0.0214187	0.0123618	0.0378514	0.0207286	0.00464583	0.0435724	0.0747805	0.112582	0.00616628	0.0686001	0.000971316	0.00675668	0.0479515	0.0901617	0.00691678	0.0176872	0.00211125	0.0496005	0.00991884	0.016924	0.0154689	2.296581
47808	-988.277	-1055.819	67.54202	0.0134584	0.00598692	0.0144189	0.0103506	0.0359445	0.00705951	0.00121287	0.0548972	0.00159999	0.0264469	0.0475537	2.40577e-05	0.00331174	0.00684723	0.00559778	0.0134449	0.007443	0.00225649	0.0015354	0.0341087	0.00133282	0.0124693	0.00849477	0.0384999	0.000575605	0.00950107	0.0525963	0.0667503	0.0183891	0.0182447	0.0318822	0.116527	0.00425979	0.0380142	0.0733436	0.0550235	0.00794033	0.0640048	0.0166636	0.00939902	0.0757284	0.250437	0.0815906	0.0705065	0.00737862	0.1259	0.00690715	0.0254678	0.021395	0.746803	1.47474	0.261379	0.519758	0.815333	1.22649	1.92397	3.82587	0.970203	0.9494897	0.0083972	0.00373547	0.00899648	0.00645812	0.0224272	0.0044047	0.000756758	0.0342525	0.000998295	0.0165012	0.0296706	1.50105e-05	0.00206632	0.00427225	0.00349267	0.0083888	0.00464397	0.00140791	0.000957996	0.0212817	0.000831596	0.00778009	0.00530021	0.0240215	0.000359142	0.00592808	0.0328168	0.0416481	0.0114737	0.0113836	0.0198925	0.0727058	0.00265784	0.0237185	0.0457619	0.0343313	0.00495428	0.039935	0.0103971	0.00586441	0.0472499	0.156257	0.0509075	0.0439917	0.0046038	0.0785541	0.00430963	0.0158903	0.0133492	1.602723
47844	-1003.144	-1071.56	68.41566	0.0096362	0.00736813	0.00981515	0.00510187	0.0107239	0.00258839	0.00686127	0.0402982	0.00885882	0.00870386	0.0113787	0.000713153	0.00444283	0.00772917	0.00663181	0.0725986	0.00076082	0.0125326	0.00589107	0.0143743	0.00245304	0.00174017	0.0125412	0.0162727	0.00211244	0.000801925	0.00751646	0.000166265	0.0740023	0.0479245	0.0181052	0.0297141	0.0465543	0.0127784	0.00124809	0.0541711	0.0206123	0.0126085	0.00828543	0.0178373	0.0208579	0.0490398	0.0117598	0.0955609	0.0075594	0.0384872	0.0109719	0.00474045	0.022197	0.534494	1.87282	0.133923	0.375115	0.736457	1.35785	2.66585	7.46699	1.453724	0.5351144	0.0107591	0.00822677	0.0109589	0.00569641	0.0119736	0.00289002	0.00766084	0.0449943	0.00989117	0.00971815	0.0127047	0.00079626	0.00496057	0.00862988	0.00740464	0.0810588	0.000849481	0.013993	0.00657758	0.0160494	0.0027389	0.00194295	0.0140027	0.018169	0.00235861	0.000895376	0.00839239	0.000185641	0.0826261	0.0535093	0.0202151	0.0331768	0.0519795	0.0142675	0.00139353	0.0604838	0.0230144	0.0140779	0.00925096	0.019916	0.0232886	0.0547546	0.0131303	0.106697	0.00844033	0.0429722	0.0122505	0.00529288	0.0247837	0.8956291
47880	-993.9447	-1061.849	67.9039	0.0214231	0.00264584	0.0223707	0.0041475	0.0230679	0.0138641	0.0112386	0.0900768	0.01088	0.0242243	0.0498841	0.0181271	0.00338663	0.00324837	0.006031	0.0356792	0.00129259	0.00671003	0.00436694	0.0124536	0.0223598	0.00163934	0.0218215	0.00160181	0.00063029	0.00373873	0.0866305	0.0730574	0.040951	0.0345069	0.105052	0.0192655	0.12094	0.0199854	0.0201012	0.00807397	0.0109217	0.0155673	0.0231033	0.000486462	0.0543718	0.087473	0.0713596	0.0193253	0.0496707	0.0948019	0.0905628	0.027379	0.0240385	0.735141	1.49661	0.350506	0.599717	0.852557	1.17294	1.66745	2.85302	0.75805	0.9210072	0.014145	0.00174697	0.0147707	0.00273847	0.015231	0.00915403	0.00742052	0.0594749	0.00718373	0.0159945	0.0329369	0.0119687	0.00223609	0.0021448	0.00398208	0.0235579	0.000853459	0.00443043	0.00288335	0.00822275	0.0147635	0.0010824	0.014408	0.00105763	0.000416161	0.00246857	0.0571995	0.0482375	0.0270386	0.0227838	0.0693623	0.0127204	0.0798527	0.0131958	0.0132722	0.00533099	0.00721125	0.0102786	0.0152544	0.000321195	0.0359	0.0577557	0.0471165	0.0127599	0.032796	0.0625948	0.0597958	0.0180775	0.0158719	1.514534
47916	-1009.12	-1075.933	66.81279	0.0605739	0.00864277	0.0478451	0.0178423	0.0176158	0.00867056	0.0459439	0.0721586	0.0585456	0.013932	0.0728866	0.00740257	0.00918364	0.00697749	0.00362458	0.0186112	0.0022923	0.0125925	7.96344e-06	0.0296367	0.0476151	0.000871001	0.0237586	0.00816704	0.00331837	0.00343432	0.154374	0.026069	0.242768	0.0140094	0.0015068	0.0156187	0.0832015	0.205125	0.0556294	0.023018	0.0199964	0.109118	0.0574684	0.0689465	0.156137	0.0745043	0.0874752	0.006059	0.0624351	0.0691544	0.0129516	0.0958417	0.028556	0.77683	1.41844	0.417513	0.65313	0.875555	1.14213	1.53109	2.39514	0.6315577	1.02687	0.0266597	0.00380384	0.0210575	0.00785273	0.00775303	0.00381608	0.0202208	0.0317583	0.025767	0.00613173	0.0320788	0.00325801	0.00404189	0.00307092	0.00159524	0.00819114	0.00100889	0.00554218	3.50486e-06	0.0130437	0.0209563	0.000383344	0.0104566	0.00359447	0.00146048	0.00151151	0.0679431	0.0114734	0.106847	0.00616579	0.00066317	0.00687408	0.0366185	0.0902795	0.0244836	0.0101306	0.00880079	0.0480249	0.0252929	0.0303447	0.0687188	0.0327908	0.0384995	0.00266668	0.0274788	0.0304362	0.00570023	0.0421817	0.012568	2.272114
47952	-1003.557	-1071.583	68.02603	0.0206659	0.00167742	0.00702792	0.00262347	0.024917	0.0101709	0.0208771	0.0443832	0.0213663	0.0266551	0.00176672	0.00732812	0.00476326	0.00382703	0.0052259	0.0335104	0.0023079	0.00468399	0.0131107	0.00553156	0.026029	0.0197928	0.0223853	0.0219849	0.000643383	0.0245951	0.0436816	0.00371593	0.0026338	0.0757476	0.0253179	0.0365735	0.0168169	0.0341661	0.0190812	0.060893	0.0643191	0.0246417	0.0127387	0.0679008	0.00832517	0.0695475	0.0150481	0.127084	0.0346067	0.139544	0.00917206	0.051012	0.0727964	0.701922	1.5589	0.296377	0.552608	0.831072	1.20326	1.8096	3.37408	0.8793415	0.844254	0.0148332	0.00120399	0.00504439	0.00188303	0.0178846	0.00730033	0.0149849	0.0318567	0.015336	0.0191321	0.00126809	0.00525987	0.0034189	0.0027469	0.00375097	0.0240526	0.00165653	0.003362	0.00941042	0.00397036	0.0186827	0.0142066	0.0160674	0.01578	0.000461798	0.0176535	0.0313531	0.00266716	0.00189045	0.0543689	0.0181723	0.0262512	0.0120706	0.0245232	0.0136958	0.0437069	0.046166	0.0176869	0.00914342	0.0487368	0.00597551	0.0499187	0.010801	0.0912164	0.0248395	0.10016	0.00658338	0.0366146	0.0522507	1.393214
47988	-1006.021	-1074.469	68.44834	0.000760813	0.00054468	0.0011583	0.00226227	0.00793985	0.00326688	0.00936719	0.0205871	0.00484555	0.0182779	0.0108272	0.0012345	0.00255335	0.0130629	0.00550344	0.00654071	0.000924994	0.00175384	0.00353905	0.00802172	0.000862101	0.000319108	0.000135454	0.00163521	0.00115728	0.00523327	0.0167861	0.017031	0.00654865	0.00996294	0.0203934	0.0169196	0.0584802	0.00503661	0.00669346	0.00977044	0.00338704	0.00650412	0.000483023	0.00220693	0.0271536	0.0466515	0.0299041	0.0128864	0.0665322	0.031307	0.0243935	0.00627273	0.0158278	0.45018	2.03091	0.0801658	0.29206	0.681141	1.46812	3.42395	12.4741	1.824779	0.4156192	0.00132674	0.000949834	0.00201989	0.00394504	0.0138458	0.00569692	0.0163349	0.0359007	0.00844987	0.0318737	0.0188808	0.00215277	0.00445264	0.0227796	0.00959711	0.011406	0.00161304	0.00305842	0.00617153	0.0139886	0.00150337	0.000556473	0.00023621	0.00285154	0.00201812	0.00912599	0.0292722	0.0296994	0.0114198	0.0173738	0.0355628	0.0295052	0.10198	0.00878303	0.0116723	0.0170381	0.00590645	0.0113421	0.000842315	0.00384853	0.0473515	0.0813528	0.0521479	0.0224718	0.116022	0.0545945	0.0425384	0.0109386	0.0276011	0.5734471
48024	-1000.86	-1068.426	67.56619	0.000869124	0.000624602	0.000431781	0.00101225	0.0162444	0.00376213	0.00746633	0.0347868	0.0044312	0.0190536	0.0172908	0.000394459	0.000903141	0.00262741	0.0127919	0.00413453	0.00404307	0.00448253	0.00400049	0.0211205	0.00308892	0.00247609	0.000823312	0.0103202	0.00119964	0.0040782	0.0249352	0.0284834	0.00869136	0.00146831	0.0332518	0.0359944	0.0609073	0.00862072	0.00619046	0.00695706	0.0045156	0.00846276	0.0112242	0.000346591	0.0515891	0.0396866	0.0256651	0.0300224	0.0540885	0.0216465	0.0273202	0.00167661	0.0137897	0.898879	1.1896	0.123081	0.359985	0.727058	1.37541	2.77789	8.1247	1.514763	1.416777	0.00126328	0.000907863	0.000627597	0.00147132	0.0236113	0.00546829	0.0108524	0.0505628	0.00644077	0.0276945	0.0251323	0.000573349	0.00131272	0.00381895	0.0185931	0.00600957	0.00587663	0.00651539	0.00581474	0.0306988	0.00448977	0.00359902	0.00119669	0.0150005	0.00174369	0.00592768	0.0362434	0.0414008	0.012633	0.00213419	0.0483317	0.0523182	0.0885292	0.0125303	0.00899787	0.0101121	0.00656346	0.0123007	0.0163144	0.000503772	0.0749851	0.0576848	0.0373044	0.0436378	0.078618	0.0314634	0.03971	0.00243696	0.0200434	0.6879913
48060	-998.8492	-1066.636	67.78701	0.00317403	0.00104268	0.00476182	0.00744613	0.0182926	0.00259384	0.00257053	0.0268856	0.00440049	0.00361793	0.00194882	0.0015983	0.00129728	0.00302303	0.00147705	0.00020441	0.00357331	0.00305611	0.00175835	0.0067425	0.0017303	0.00321745	0.014653	0.00295626	0.00056637	0.00229673	0.00668314	0.00989173	0.00769443	0.00402593	0.00352767	0.0187486	0.0144442	0.0479856	0.0256873	0.0281204	0.00266514	0.034391	0.0059312	0.00209862	0.023146	0.0126039	0.0239813	0.0181016	0.00319671	0.0247458	0.0138417	0.00589082	0.00458487	0.744109	1.4798	0.0864213	0.302961	0.688973	1.45144	3.30075	11.5712	1.770449	0.9428349	0.00679849	0.00223334	0.0101994	0.015949	0.039181	0.00555577	0.00550586	0.0575866	0.00942546	0.00774929	0.00417419	0.00342341	0.00277867	0.00647505	0.00316372	0.000437828	0.00765371	0.00654592	0.00376622	0.0144418	0.00370614	0.0068915	0.0313854	0.00633204	0.00121311	0.00491939	0.0143147	0.0211872	0.0164808	0.00862319	0.00755596	0.0401578	0.0309381	0.102781	0.0550199	0.0602314	0.0057085	0.0736625	0.0127041	0.00449505	0.0495768	0.0269965	0.0513658	0.0387721	0.00684708	0.0530034	0.0296478	0.0126176	0.00982038	0.4668727
48096	-1001.715	-1069.543	67.8273	0.00672599	0.0205105	0.0268017	0.000848065	0.012669	0.0016383	0.0162537	0.0550433	0.00196517	0.0100719	0.0193505	0.00230751	0.000731049	0.0166769	0.00846041	0.0256885	0.00638953	0.0191974	0.00156867	0.0186893	0.0545782	0.00564776	0.00450229	4.37122e-05	0.00371881	0.00457461	0.0444394	0.0137601	0.0477888	0.0606671	0.0292754	0.0236295	0.0706096	0.140406	0.00151295	0.0189146	0.0104688	0.00340445	0.0200991	0.02564	0.0754755	0.0325028	0.0348366	0.0357476	0.0536491	0.0215834	0.0044629	0.026389	0.134346	0.694632	1.57256	0.178729	0.43181	0.769517	1.29952	2.31583	5.59508	1.245043	0.8282237	0.00527835	0.016096	0.0210331	0.000665535	0.00994221	0.00128569	0.0127554	0.0431962	0.0015422	0.00790412	0.0151857	0.00181086	0.000573704	0.0130875	0.00663946	0.0201595	0.0050143	0.0150655	0.00123104	0.0146668	0.0428313	0.00443218	0.00353325	3.43039e-05	0.00291841	0.00359001	0.0348747	0.0107985	0.0375031	0.0476096	0.0229745	0.0185437	0.0554122	0.110186	0.00118732	0.0148435	0.0082156	0.00267171	0.0157731	0.0201214	0.0592308	0.0255072	0.0273387	0.0280536	0.0421022	0.016938	0.00350234	0.0207093	0.10543	1.274261
48132	-995.3772	-1062.907	67.52947	0.00526823	0.00950703	0.037306	0.00696689	0.0171296	0.0033019	0.0197472	0.0478049	0.00179944	0.00291074	0.00982989	0.000931465	0.0118796	0.00842948	0.00168307	0.0103396	0.00130365	0.00439383	0.0263217	0.0394226	0.0073935	0.00391661	0.0103168	6.75709e-05	0.000488999	0.00683088	0.0255694	0.0052957	0.0418287	0.111999	0.0563609	0.0189642	0.0947986	0.138375	0.00417998	0.016219	0.017547	7.47286e-05	0.0474166	0.0237734	0.071109	0.0543641	0.0391894	0.0595721	0.0475222	0.0157734	0.0222633	0.019284	0.0609466	0.85118	1.27904	0.213961	0.471415	0.790875	1.26442	2.12128	4.67374	1.114943	1.247783	0.00409114	0.00738285	0.0289706	0.00541027	0.0133023	0.00256415	0.015335	0.0371237	0.00139739	0.00226039	0.00763358	0.000723346	0.00922529	0.00654607	0.00130702	0.0080294	0.00101238	0.00341211	0.0204406	0.0306143	0.00574155	0.00304152	0.0080117	5.24734e-05	0.000379741	0.00530464	0.0198564	0.00411247	0.0324828	0.0869748	0.0437681	0.014727	0.0736176	0.107458	0.00324604	0.0125951	0.0136265	5.80319e-05	0.0368222	0.0184616	0.055221	0.0422174	0.0304332	0.0462618	0.0369042	0.0122491	0.017289	0.0149753	0.0473292	1.287717
48168	-1010.185	-1077.902	67.71643	0.0129397	0.0247787	0.0332384	0.0100743	0.0217851	0.000789565	0.00906405	0.0568932	0.0188808	0.0258713	0.0486514	0.00026566	0.00237341	0.000349725	0.015701	0.0584976	0.0256238	0.0246301	0.00588591	0.0407158	0.0354398	0.00395588	0.00849237	0.00486224	0.000927475	0.0152469	0.0239381	0.0829241	0.110173	0.00682359	0.0455454	0.0397644	0.0169807	0.0388237	0.0568871	0.0454327	0.00356849	0.0359339	0.00916911	0.0574805	0.0459511	0.0384183	0.0239017	0.0217132	0.0385435	0.00917918	0.166801	0.0187481	0.0469768	0.71798	1.52879	0.243145	0.501747	0.806412	1.24006	1.99304	4.11278	1.02249	0.8805764	0.00868665	0.0166343	0.0223135	0.00676303	0.0146247	0.000530047	0.00608484	0.0381933	0.012675	0.0173678	0.0326605	0.000178342	0.00159331	0.000234776	0.0105404	0.0392704	0.0172017	0.0165346	0.00395131	0.0273331	0.0237913	0.00265565	0.00570106	0.0032641	0.000622628	0.0102355	0.01607	0.0556682	0.0739609	0.00458078	0.0305754	0.0266945	0.0113994	0.026063	0.0381892	0.0304997	0.00239558	0.024123	0.00615537	0.0385876	0.0308477	0.0257908	0.0160456	0.0145764	0.0258748	0.00616213	0.111976	0.0125859	0.0315363	1.489612
