Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	partition_rate[1]	partition_rate[2]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	tree_length
21420	-992.4085	-1059.377	66.96844	0.0258033	0.0133558	0.00801969	0.00199421	0.0358328	0.00796797	0.00421654	0.0762083	0.000255984	0.0197383	0.039227	0.00160758	0.00270247	0.0238962	0.00949786	0.0101808	0.0238766	0.0388416	0.000988484	0.0321222	0.0120329	0.0215814	0.0650428	0.00692029	0.00112354	0.0113852	0.103411	0.0978373	0.0322043	0.145341	0.260921	0.0579646	0.00370218	0.0704248	0.0240106	0.0239455	0.00404852	0.270382	0.0519244	0.0655558	0.119764	0.0873374	0.0376901	0.00594082	0.0682177	0.0861507	0.0249135	0.0185904	0.0813345	0.771506	1.42843	0.469943	0.69192	0.891457	1.12176	1.44525	2.12792	0.5460209	1.012706	0.0115398	0.00597301	0.00358658	0.000891852	0.0160252	0.00356344	0.00188573	0.0340819	0.000114481	0.00882739	0.0175431	0.000718942	0.0012086	0.0106869	0.00424764	0.00455306	0.0106781	0.0173708	0.000442071	0.0143657	0.00538135	0.00965164	0.0290885	0.0030949	0.000502472	0.00509171	0.0462475	0.0437549	0.0144024	0.0649995	0.116689	0.025923	0.00165569	0.0314954	0.010738	0.0107089	0.00181058	0.12092	0.0232217	0.029318	0.053561	0.0390591	0.0168558	0.00265686	0.0305084	0.0385284	0.0111418	0.00831403	0.0363745	2.236031
21456	-990.5468	-1057.086	66.53972	0.0667275	0.0211142	0.0350665	0.036525	0.0347798	0.0074952	0.000442659	0.130344	0.000577244	0.00422924	0.045475	0.0178575	0.00057678	0.00520777	0.011653	0.00288353	0.0115857	0.0131747	0.00470169	0.0633157	0.0935562	0.00201384	0.0288958	0.00592954	0.00207282	0.0142639	0.162026	0.0794441	0.0541578	0.138676	0.172718	0.0172751	0.00110812	0.0616682	0.0439713	0.000807075	0.0288533	0.316505	0.0403777	0.0726628	0.0616139	0.0817902	0.0734226	0.000537681	0.0288527	0.100894	0.0131788	0.0248509	0.0938261	0.819637	1.33818	0.379636	0.623529	0.862977	1.15878	1.60378	2.6341	0.7003227	1.14844	0.0286423	0.00906315	0.0150521	0.0156781	0.014929	0.00321726	0.000190009	0.0559491	0.000247778	0.00181537	0.0195198	0.00766522	0.000247579	0.0022354	0.00500197	0.00123774	0.00497309	0.00565517	0.00201817	0.0271778	0.0401583	0.000864428	0.0124033	0.00254522	0.000889745	0.00612266	0.0695487	0.0341009	0.0232468	0.0595256	0.0741379	0.0074152	0.000475652	0.0264707	0.0188744	0.000346431	0.0123851	0.135858	0.0173319	0.03119	0.0264474	0.0351079	0.0315161	0.000230796	0.0123848	0.043308	0.00565692	0.0106671	0.0402742	2.329682
21492	-990.5014	-1056.8	66.29822	0.0370864	0.00555505	0.00346198	0.0318185	0.0352436	0.00990837	0.000141965	0.125062	0.0119597	0.0896166	0.074	0.0145736	0.00108523	0.00287851	0.0146324	0.0231863	0.0161036	0.0260144	0.0193262	0.0223593	0.0993687	0.0239004	0.0321349	0.0512948	0.00287631	0.0203585	0.185018	0.152179	0.0584884	0.149317	0.165827	0.0324459	0.00220646	0.0749455	0.0521988	0.0394972	0.00212997	0.340436	0.0728025	0.0975999	0.0803466	0.0469406	0.0435692	0.00535193	0.0552933	0.100906	0.026413	0.0380773	0.102839	0.834268	1.31075	0.680653	0.828929	0.943146	1.06028	1.20638	1.46918	0.2781668	1.193406	0.0136408	0.00204322	0.00127336	0.0117033	0.0129631	0.00364442	5.22166e-05	0.0459995	0.00439893	0.0329621	0.0272181	0.00536034	0.000399161	0.00105875	0.00538198	0.00852822	0.00592309	0.00956844	0.00710842	0.00822405	0.0365491	0.00879087	0.0118196	0.0188669	0.00105794	0.0074881	0.0680518	0.0559733	0.0215128	0.0549206	0.0609931	0.011934	0.000811565	0.0275659	0.0191994	0.0145276	0.000783429	0.125217	0.0267777	0.0358985	0.0295525	0.0172653	0.0160253	0.00196851	0.0203376	0.0371144	0.00971502	0.0140053	0.0378255	2.718775
21528	-997.3007	-1064.949	67.64809	0.0169953	0.00482033	0.0186498	0.00263417	0.0066939	0.000925292	0.00828202	0.0660706	0.0178017	0.0196851	0.00746633	0.0006281	0.00312904	0.0049583	0.0119924	0.0022873	0.00233251	0.0143197	0.0154064	0.0310642	0.010506	0.0252567	0.0178596	0.0190454	0.00108882	0.0112058	0.070603	0.0937262	0.00392347	0.0341541	0.0164214	0.0227676	0.0539843	0.00543328	0.0142844	0.112982	0.0915568	0.00395767	0.0461734	0.074883	0.121398	0.0694442	0.0111688	0.0767609	0.0705712	0.0537738	0.00706624	0.00882499	0.00277964	0.761103	1.44793	0.222278	0.480264	0.795477	1.25711	2.08219	4.49886	1.087369	0.985591	0.0120728	0.00342416	0.013248	0.0018712	0.00475506	0.000657288	0.00588319	0.0469337	0.0126455	0.0139834	0.00530376	0.000446175	0.00222274	0.00352217	0.00851888	0.0016248	0.00165692	0.0101721	0.010944	0.0220666	0.00746299	0.0179413	0.0126867	0.013529	0.00077345	0.00796012	0.0501533	0.0665791	0.00278706	0.0242616	0.011665	0.0161731	0.0383481	0.00385957	0.010147	0.0802574	0.065038	0.00281136	0.0327996	0.0531937	0.086236	0.0493302	0.00793386	0.0545276	0.0501308	0.0381986	0.00501955	0.0062689	0.00197453	1.407743
21564	-993.9297	-1061.6	67.67075	0.04951	0.00171493	0.00074861	0.000461256	0.0291202	0.0144535	0.00149798	0.0758008	0.00137494	0.0369518	0.0760478	0.00342886	0.000705319	0.0051658	0.00288989	0.0319656	0.00798318	0.00241993	0.0011815	0.0620341	0.0124033	0.0341458	0.00906409	0.0406631	0.00214961	0.0224162	0.0956313	0.0545571	0.0207494	0.120118	0.111476	0.0206023	0.00638355	0.0467242	0.0207339	0.00706046	0.0032821	0.136513	0.0232189	0.052098	0.0635244	0.0506425	0.0171859	0.032122	0.019305	0.0699768	0.00849826	0.0324755	0.0171274	0.764734	1.44112	0.305058	0.560444	0.834731	1.19799	1.7843	3.27807	0.8584659	0.9949717	0.0318125	0.00110193	0.000481017	0.000296379	0.0187111	0.00928704	0.000962523	0.0487056	0.000883464	0.0237433	0.0488643	0.00220321	0.000453201	0.00331927	0.00185689	0.0205394	0.00512957	0.00155492	0.000759169	0.0398599	0.00796971	0.0219403	0.00582411	0.026128	0.00138123	0.0144035	0.0614477	0.0350555	0.0133325	0.0771816	0.0716289	0.013238	0.00410174	0.0300225	0.0133225	0.00453668	0.00210891	0.0877164	0.0149192	0.0334755	0.0408175	0.0325402	0.0110427	0.0206399	0.0124044	0.0449635	0.00546054	0.0208671	0.0110052	1.556305
21600	-1002.833	-1070.902	68.06926	0.0209527	0.0100568	0.0120542	0.00769735	0.0192784	0.00546063	0.00104834	0.0575899	0.00507	0.0269723	0.0419075	0.00554421	0.00282081	0.00823593	0.000345534	0.0485605	0.0138703	0.00859868	0.000531163	0.0227657	0.0284663	0.00207704	0.00747786	0.00476931	0.0126202	0.0141478	0.0479929	0.0682748	0.0105331	0.0547647	0.0993586	0.013385	0.0216764	0.0399352	0.0284553	0.0012883	0.00547208	0.0639581	0.0247979	0.0576387	0.050827	0.0385577	0.00913825	0.00512579	0.0136882	0.0721529	0.00627511	0.00430726	0.0260448	0.752909	1.4633	0.251592	0.510174	0.810613	1.23363	1.96011	3.97469	0.9977957	0.964743	0.0181791	0.00872552	0.0104586	0.00667844	0.0167265	0.0047378	0.000909565	0.0499666	0.00439887	0.0234019	0.0363601	0.00481031	0.00244741	0.00714573	0.000299795	0.0421325	0.0120342	0.00746046	0.000460852	0.0197521	0.0246981	0.0018021	0.006488	0.00413799	0.0109496	0.012275	0.04164	0.0592371	0.00913882	0.0475154	0.0862063	0.0116132	0.0188071	0.0346489	0.0246886	0.00111776	0.00474773	0.0554919	0.0215154	0.050009	0.0440989	0.0334538	0.0079286	0.00444728	0.0118762	0.0626019	0.00544446	0.0037371	0.0225972	1.152567
21636	-1003.493	-1070.856	67.36241	0.0641899	0.00248349	0.0108671	0.0195494	0.021961	0.0128217	0.0188328	0.048975	0.000813698	0.0291626	0.0117974	0.00679281	0.0124805	0.0053324	0.0016244	0.0361152	0.011536	0.00814814	0.00173158	0.0130816	0.0194291	0.00622096	0.0157158	0.0106493	0.00517271	0.0164351	0.121573	0.147421	0.0263612	0.0907221	0.078615	0.0349747	8.28292e-05	0.127977	0.0215979	0.00143841	0.00279926	0.186814	0.0630445	0.0966581	0.0481666	0.0481283	0.0396415	0.0157403	0.000763937	0.0692879	0.00461563	0.0371343	0.0772112	0.776585	1.4189	0.303624	0.559157	0.834133	1.19885	1.78841	3.29355	0.8618734	1.026213	0.0366237	0.00141696	0.00620027	0.011154	0.0125299	0.00731544	0.0107451	0.0279428	0.000464257	0.0166388	0.00673106	0.00387565	0.00712077	0.00304241	0.000926807	0.0206056	0.0065819	0.00464894	0.000987956	0.00746376	0.0110853	0.00354938	0.00896668	0.00607597	0.0029513	0.00937707	0.0693637	0.0841111	0.0150405	0.0517617	0.044854	0.0199549	4.72584e-05	0.0730173	0.0123227	0.000820687	0.00159713	0.106587	0.0359702	0.0551485	0.0274815	0.0274597	0.0226176	0.00898069	0.000435866	0.0395324	0.00263346	0.0211871	0.044053	1.752687
21672	-1012.072	-1079.186	67.11368	0.020671	0.0541639	0.00885211	0.0534568	0.0259558	0.0179041	0.0104808	0.137938	0.028721	0.065174	0.0419248	0.0100001	0.00296398	0.0184265	0.00356785	0.131009	0.0128931	0.00162572	0.0201152	0.0380244	0.091498	0.0148558	0.0310295	0.00754603	0.000175783	0.0156095	0.116719	0.00752591	0.0761527	0.123129	0.00112031	0.00518288	0.0548436	0.124031	0.0459286	0.251093	0.0797646	0.113082	0.0567663	0.00147692	0.0212778	0.0274976	0.0134925	0.0363285	0.066171	0.0435765	0.0999723	0.332478	0.0551357	0.658515	1.64028	0.892502	0.946045	0.982845	1.01745	1.05703	1.12045	0.08223201	0.7527446	0.00789773	0.0206944	0.00338212	0.0204242	0.00991692	0.00684061	0.00400438	0.0527017	0.0109734	0.024901	0.0160182	0.00382072	0.00113245	0.00704019	0.00136317	0.0500544	0.00492606	0.000621139	0.0076854	0.0145279	0.0349585	0.00567593	0.0118554	0.0028831	6.71614e-05	0.0059639	0.0445948	0.00287542	0.0290956	0.0470438	0.000428036	0.00198022	0.020954	0.0473884	0.0175479	0.0959348	0.0304756	0.0432051	0.0216886	0.000564286	0.00812958	0.010506	0.00515507	0.01388	0.0252819	0.0166492	0.0381963	0.12703	0.0210656	2.617328
21708	-994.3766	-1062.286	67.90927	0.0339712	0.000451695	0.00932761	0.0171142	0.0164185	0.0037668	0.0103096	0.0472694	0.00101084	0.00530854	0.0193279	0.000496998	0.00199937	0.000390702	0.00903122	0.00536603	0.00465378	0.00884262	0.00411443	0.00929247	0.0248377	0.00239116	0.013434	0.00397895	0.00110501	0.00862012	0.0144912	0.0421287	0.0393692	0.0197258	0.0390967	0.00125534	0.00646489	0.0194029	0.0107177	0.00127601	0.0739295	0.0416715	0.0226783	0.0357546	0.112916	0.0774323	0.00870692	0.0201834	0.0403014	0.0613814	0.00112054	0.00237417	0.0258519	0.789385	1.3949	0.178927	0.432044	0.769647	1.2993	2.31458	5.58888	1.244242	1.061074	0.034627	0.000460415	0.00950768	0.0174445	0.0167354	0.00383952	0.0105086	0.0481819	0.00103035	0.00541102	0.0197011	0.000506592	0.00203797	0.000398245	0.00920557	0.00546962	0.00474362	0.00901333	0.00419386	0.00947186	0.0253172	0.00243732	0.0136933	0.00405577	0.00112634	0.00878653	0.0147709	0.042942	0.0401292	0.0201066	0.0398515	0.00127958	0.0065897	0.0197775	0.0109246	0.00130064	0.0753567	0.0424759	0.0231161	0.0364448	0.115095	0.0789271	0.00887501	0.0205731	0.0410794	0.0625664	0.00114218	0.00242	0.026351	0.9810608
21744	-994.6384	-1062.017	67.37877	0.0320213	0.00157497	0.0140037	0.00274126	0.0252961	0.00199111	0.0126504	0.0499833	0.0223091	0.0193147	0.0301669	0.000636824	0.00484671	0.000963037	0.0247327	0.0130988	0.0051189	0.0122303	0.00373996	0.0317808	0.0276966	0.0221753	0.0429243	0.0297842	0.000572098	0.0205619	0.0501677	0.0678038	0.146691	0.0584596	0.0422123	0.0162327	0.029503	0.0239567	0.0247061	0.0212836	0.0645895	0.00972147	0.0458704	0.0328322	0.169414	0.12659	0.00220205	0.078526	0.0717989	0.0616769	0.0177633	0.00394401	0.0625065	0.810209	1.35586	0.305574	0.560906	0.834946	1.19768	1.78283	3.27253	0.8572442	1.120428	0.0190448	0.000936718	0.00832878	0.00163037	0.0150449	0.00118422	0.00752387	0.0297277	0.0132684	0.0114875	0.0179419	0.000378753	0.0028826	0.00057277	0.0147099	0.00779056	0.00304449	0.007274	0.00222435	0.0189018	0.0164727	0.0131889	0.0255294	0.0177143	0.000340258	0.0122293	0.0298375	0.0403266	0.0872452	0.0347691	0.0251059	0.00965446	0.017547	0.0142483	0.0146941	0.0126585	0.0384149	0.00578188	0.0272816	0.0195271	0.10076	0.07529	0.00130968	0.0467036	0.0427027	0.0366826	0.0105648	0.00234572	0.037176	1.681367
21780	-988.5816	-1055.439	66.85723	0.0276449	0.000726	0.0244811	0.00924391	0.0252625	0.0213379	0.00748869	0.0942515	0.00283033	0.00733431	0.0443463	0.000753033	0.00899927	0.00301068	0.0151369	0.00108792	0.00131795	0.0141589	0.00817422	0.0114508	0.0369394	0.0276329	0.0368005	0.0395314	0.00182578	0.0163957	0.128252	0.109287	0.035047	0.0516239	0.054521	0.0261146	0.0315902	0.0270956	0.0314087	0.00941333	0.165428	0.108174	0.0932306	0.064528	0.230517	0.133649	0.0101969	0.14041	0.106672	0.0925027	0.00888732	0.00335138	0.0581008	0.799932	1.37513	0.421144	0.655894	0.876709	1.14063	1.52464	2.37448	0.6252956	1.090716	0.0125194	0.00032878	0.0110866	0.00418624	0.0114405	0.00966318	0.00339136	0.0426832	0.00128176	0.00332145	0.0200829	0.000341022	0.00407545	0.00136343	0.00685497	0.000492683	0.000596854	0.00641207	0.00370182	0.00518565	0.0167285	0.012514	0.0166656	0.0179024	0.000826833	0.00742501	0.0580806	0.0494924	0.0158715	0.0233786	0.0246906	0.0118264	0.0143061	0.0122707	0.0142239	0.00426297	0.0749166	0.0489882	0.0422208	0.0292224	0.104393	0.0605251	0.0046178	0.0635868	0.0483082	0.0418912	0.00402475	0.00151772	0.0263118	2.208165
21816	-1000.575	-1067.003	66.42879	0.0119506	0.000371773	0.0375185	0.0354993	0.0624197	0.00716088	0.00459991	0.0744248	0.00066961	0.0496988	0.0458238	0.0062857	0.0240836	0.0231358	0.0136557	0.000696765	0.0162988	0.0140445	0.00741657	0.0212001	0.0332006	0.0270124	0.0237094	0.0372313	0.00514422	0.0292168	0.00174396	0.0884239	0.0452403	0.0381668	0.0488759	0.0193879	0.0299904	0.0331891	0.024068	0.137887	0.219043	0.180587	0.0447933	0.0404027	0.425822	0.18846	0.0285194	0.155045	0.087312	0.155806	0.0151997	0.0336798	0.0756462	0.855237	1.27143	0.905785	0.952886	0.985057	1.01517	1.04944	1.10402	0.07155026	1.261233	0.00437788	0.000136193	0.0137442	0.0130046	0.0228664	0.00262327	0.0016851	0.0272642	0.0002453	0.0182063	0.0167868	0.00230266	0.00882261	0.0084754	0.00500253	0.000255248	0.00597079	0.00514494	0.00271693	0.0077663	0.0121625	0.00989552	0.00868555	0.013639	0.0018845	0.0107031	0.000638871	0.0323926	0.016573	0.0139818	0.0179049	0.00710244	0.0109865	0.0121583	0.00881689	0.0505125	0.0802425	0.0661549	0.0164093	0.0148008	0.155993	0.0690391	0.0104476	0.056798	0.0319853	0.0570768	0.00556816	0.012338	0.0277117	2.729758
21852	-997.7553	-1064.177	66.42197	0.000300355	0.0280849	0.0322607	0.0365822	0.0366331	0.00117178	0.0121752	0.130495	0.00013907	0.0282744	0.0561618	0.0105673	0.0056649	0.0207778	0.0199883	0.023437	0.0133837	0.0419233	0.0198558	0.032783	0.0201404	0.0630277	0.0231706	0.0242076	0.000821314	0.0332074	0.0311357	0.052162	0.107341	0.032465	0.0671165	0.0107416	0.0162243	0.0259319	0.0475383	0.112774	0.227519	0.058735	0.0563198	0.127839	0.285612	0.120509	0.0114281	0.111155	0.13148	0.121945	0.0215267	0.00189018	0.0724819	0.854576	1.27267	0.621337	0.792876	0.930152	1.07509	1.26123	1.60943	0.3440955	1.259031	0.000117002	0.0109403	0.012567	0.0142504	0.0142702	0.000456459	0.00474278	0.0508337	5.4174e-05	0.0110141	0.0218775	0.00411643	0.00220673	0.00809388	0.00778633	0.00912976	0.00521353	0.016331	0.0077347	0.0127704	0.00784556	0.0245521	0.00902596	0.00942993	0.000319938	0.0129357	0.0121287	0.0203194	0.0418139	0.0126466	0.0261448	0.00418433	0.00632007	0.0101016	0.0185182	0.0439303	0.0886285	0.0228799	0.0219391	0.0497988	0.111258	0.0469436	0.00445174	0.0432997	0.0512172	0.0475028	0.0083856	0.000736307	0.0282349	2.567104
21888	-1002.026	-1068.658	66.63234	0.00059778	0.00943322	0.0126775	0.0233678	0.0403369	0.0159565	0.00726956	0.0572112	0.000240386	0.0317887	0.0222592	0.007672	0.00103048	0.0341945	0.0179725	0.00900003	0.0184986	0.0230056	0.0318871	0.0361262	0.0333146	0.0321008	0.00887667	0.00429742	0.00169015	0.0288077	0.0268916	0.145665	0.0783147	0.0581637	0.0350552	0.0234151	0.0375731	0.0191438	0.0278687	0.0597122	0.147956	0.00307794	0.0537458	0.119857	0.229108	0.190138	0.0131347	0.104106	0.064062	0.12095	0.0155884	0.0137055	0.0147163	0.915763	1.15794	0.394216	0.635095	0.867939	1.15215	1.57457	2.53668	0.6730736	1.48285	0.000283098	0.00446741	0.00600383	0.0110666	0.0191029	0.00755675	0.00344274	0.0270942	0.000113843	0.0150546	0.0105416	0.00363333	0.000488017	0.0161939	0.0085115	0.00426226	0.00876061	0.0108951	0.0151012	0.0171087	0.0157773	0.0152024	0.00420384	0.00203519	0.000800425	0.0136428	0.0127354	0.0689844	0.0370885	0.0275454	0.0166016	0.011089	0.017794	0.00906621	0.0131981	0.0282787	0.0700695	0.00145766	0.0254531	0.0567622	0.108502	0.0900464	0.00622039	0.0493027	0.0303387	0.0572797	0.0073824	0.00649071	0.00696937	2.111561
21924	-1006.438	-1073.12	66.68182	0.00104957	0.00119588	0.0662749	0.0141796	0.0182477	0.0189331	0.00385345	0.127882	0.0024333	0.0832479	0.0241817	0.00497948	0.0155837	0.0135	0.020751	0.00859987	0.0223431	0.0377981	0.0188999	0.0285324	0.0209591	0.00964939	0.02678	0.0424604	0.0131202	0.0173629	0.0364314	0.103427	0.103397	0.164727	0.117235	0.100198	0.0335439	0.0390819	0.0469302	0.0690201	0.15046	0.00447658	0.0193976	0.101057	0.193983	0.191358	0.0140215	0.053074	0.0739231	0.086226	0.0184023	0.0274706	0.0282562	0.731048	1.50428	0.425237	0.658996	0.878	1.13895	1.51746	2.35163	0.6183019	0.9112081	0.000430348	0.000490336	0.0271742	0.00581393	0.00748194	0.00776299	0.00158	0.0524344	0.000997704	0.0341334	0.00991503	0.00204169	0.00638965	0.00553531	0.00850836	0.00352613	0.00916116	0.015498	0.00774937	0.0116989	0.00859368	0.00395646	0.0109804	0.0174097	0.00537958	0.00711916	0.0149377	0.0424075	0.042395	0.0675416	0.0480688	0.0410832	0.0137537	0.0160244	0.0192424	0.0282997	0.0616917	0.0018355	0.00795344	0.0414356	0.0795373	0.078461	0.00574912	0.0217615	0.03031	0.0353545	0.00754533	0.0112635	0.0115856	2.438896
21960	-989.8041	-1057.824	68.02031	0.00486112	0.00072719	0.000182505	0.00604749	0.0149699	0.00642927	0.000719195	0.0638719	0.000457966	0.0156864	0.0336137	0.020971	0.00275591	0.00315067	0.00928046	0.0133073	0.0179843	0.00187067	0.00154564	0.0416545	0.00939312	0.00297994	0.000636424	0.00794161	0.00527793	0.0155316	0.00973686	0.0471314	0.111315	0.0384466	0.0245821	0.0460314	0.0140755	0.033772	0.023456	0.00810972	0.0823879	0.00796945	0.0263018	0.0372347	0.16708	0.105589	0.000750417	0.0599223	0.0557714	0.0579139	0.00470377	0.0124933	0.00633284	0.730288	1.50571	0.268317	0.526442	0.81859	1.22161	1.89954	3.72693	0.9512585	0.9093984	0.003789	0.000566809	0.000142254	0.00471372	0.0116683	0.0050113	0.000560577	0.049785	0.000356962	0.0122267	0.0262002	0.0163458	0.00214809	0.00245579	0.00723366	0.0103724	0.0140179	0.00145809	0.00120475	0.0324676	0.00732147	0.00232271	0.000496061	0.00619009	0.00411388	0.0121061	0.0075894	0.0367366	0.0867649	0.0299672	0.0191605	0.0358792	0.0109711	0.0263236	0.0182828	0.00632112	0.0642173	0.00621179	0.0205009	0.0290226	0.130231	0.0823013	0.000584913	0.0467065	0.043471	0.045141	0.00366636	0.00973789	0.00493613	1.282955
21996	-1009.197	-1076.6	67.40216	0.0242281	0.00747836	0.00510328	0.0263484	0.0190457	0.00398472	0.000588812	0.058107	0.00143022	0.00858025	0.0281735	0.000798692	0.000324553	0.0193597	0.00449819	0.0126645	0.00637409	0.0124217	0.0127923	0.0433319	0.0173454	0.0051453	0.0108439	0.0162692	0.000221816	0.00320555	0.0106814	0.0310519	0.107665	0.0379271	0.0154312	0.0865356	0.0378872	0.00582688	0.023487	0.00454712	0.0917342	0.00514341	0.0370494	0.0172498	0.125681	0.0605654	0.00951076	0.0995303	0.112311	0.0376467	0.00486177	0.00209456	0.0039482	0.913365	1.16244	0.241501	0.50009	0.80558	1.24134	1.99964	4.14077	1.027395	1.473245	0.018396	0.0056782	0.00387483	0.0200059	0.0144611	0.00302553	0.000447075	0.0441197	0.00108594	0.00651484	0.0213916	0.000606433	0.000246427	0.0146995	0.0034154	0.0096159	0.00483974	0.00943159	0.00971296	0.0329012	0.0131701	0.00390674	0.00823356	0.0123529	0.000168422	0.00243392	0.00811018	0.0235772	0.0817481	0.0287974	0.0117166	0.065705	0.0287671	0.00442425	0.0178332	0.00345255	0.0696522	0.00390531	0.028131	0.0130975	0.0954273	0.0459863	0.00722136	0.0755716	0.0852762	0.0285845	0.00369146	0.00159036	0.0029978	1.317032
22032	-1010.375	-1078.09	67.71555	0.000986508	0.0282932	0.0291208	0.00667858	0.0406628	0.00280251	0.00617967	0.0635579	0.0104714	0.0222044	0.0688877	0.00255019	0.0137466	0.0343608	0.00273434	0.0102375	0.000413087	0.00915663	0.0186899	0.0461149	0.00326039	4.43628e-05	0.0852982	0.0138929	0.00678812	0.00657046	0.0559846	0.0991936	0.0900635	0.127173	0.0149711	0.00537956	0.0790601	0.0543067	0.0255268	0.00423663	0.0931771	0.133004	0.0320111	0.0276974	0.0667559	0.0600996	0.0580805	0.00722951	0.00433472	0.00139718	0.00518452	0.0254212	0.0809134	0.69744	1.5673	0.327199	0.579926	0.843678	1.18529	1.72436	3.05625	0.8078037	0.8343658	0.000585498	0.0167921	0.0172833	0.00396377	0.0241336	0.0016633	0.00366767	0.0377219	0.00621482	0.0131784	0.0408852	0.00151355	0.00815865	0.0203933	0.00162284	0.00607602	0.000245169	0.00543451	0.0110926	0.0273694	0.00193506	2.63295e-05	0.0506249	0.00824551	0.00402879	0.0038996	0.0332272	0.0588719	0.0534531	0.075478	0.00888542	0.00319279	0.0469226	0.0322313	0.0151503	0.00251446	0.0553011	0.0789385	0.0189987	0.0164386	0.03962	0.0356694	0.0344711	0.00429075	0.00257268	0.000829231	0.00307704	0.0150876	0.0480225	1.684906
22068	-1006.153	-1073.342	67.18912	0.001882	0.0500473	0.0187952	0.0126662	0.0675327	0.0067436	0.00137911	0.0855218	0.0124413	0.0478718	0.0318605	0.00114953	0.00632227	0.0373458	0.00329605	0.00786168	0.00049671	0.00697673	0.0223893	0.0743988	0.0332085	0.000153363	0.00937059	0.00179287	0.0052858	0.010527	7.17653e-05	0.0597629	0.121822	0.0796157	0.0217591	0.0223661	0.0904519	0.123825	0.0525082	0.0113468	0.139433	0.204395	0.0318288	0.0911091	0.0592078	0.0327764	0.0451618	0.0217551	0.0155581	0.00889317	0.00459865	0.0742335	0.0529593	0.740492	1.48658	0.295567	0.551871	0.830726	1.20377	1.81202	3.38333	0.8813199	0.9339731	0.000978802	0.0260289	0.00977512	0.00658754	0.0351228	0.00350726	0.000717259	0.0444787	0.00647057	0.0248975	0.0165702	0.000597853	0.00328813	0.019423	0.00171423	0.00408876	0.000258332	0.00362851	0.0116444	0.0386938	0.0172713	7.97619e-05	0.00487352	0.000932445	0.00274907	0.00547494	3.73242e-05	0.0310819	0.063358	0.0414071	0.0113166	0.0116323	0.0470428	0.0643997	0.0273088	0.00590133	0.0725175	0.106303	0.0165537	0.0473846	0.0307932	0.0170465	0.0234881	0.0113146	0.00809158	0.00462522	0.0023917	0.0386079	0.0275434	1.922756
